ds,category,y
2014-10-06,69,26.0
2014-10-06,70,49.0
2014-10-06,71,170.0
2014-10-06,72,70.0
2014-10-06,73,10.0
2014-10-06,75,33.0
2014-10-06,76,5.0
2014-10-06,77,1.0
2014-10-06,78,4.0
2014-10-06,79,4.0
2014-10-06,82,1.0
2014-10-07,2,12.0
2014-10-07,3,24.0
2014-10-07,4,3.0
2014-10-07,5,7.0
2014-10-07,6,17.0
2014-10-07,9,6.0
2014-10-07,11,3.0
2014-10-07,12,15.0
2014-10-07,14,4.0
2014-10-07,15,6.0
2014-10-07,17,1.0
2014-10-07,19,162.0
2014-10-07,20,65.0
2014-10-07,21,19.0
2014-10-07,22,29.0
2014-10-07,23,143.0
2014-10-07,25,14.0
2014-10-07,28,106.0
2014-10-07,29,9.0
2014-10-07,30,323.0
2014-10-07,31,28.0
2014-10-07,32,12.0
2014-10-07,33,9.0
2014-10-07,35,22.0
2014-10-07,37,229.0
2014-10-07,38,31.0
2014-10-07,39,1.0
2014-10-07,40,479.0
2014-10-07,41,33.0
2014-10-07,43,23.0
2014-10-07,44,1.0
2014-10-07,45,1.0
2014-10-07,49,21.0
2014-10-07,54,17.0
2014-10-07,55,363.0
2014-10-07,56,11.0
2014-10-07,57,26.0
2014-10-07,58,21.0
2014-10-07,59,1.0
2014-10-07,60,2.0
2014-10-07,61,14.0
2014-10-07,62,25.0
2014-10-07,63,57.0
2014-10-07,64,42.0
2014-10-07,65,68.0
2014-10-07,67,42.0
2014-10-07,69,23.0
2014-10-07,70,32.0
2014-10-07,71,180.0
2014-10-07,72,45.0
2014-10-07,73,14.0
2014-10-07,75,39.0
2014-10-07,76,9.0
2014-10-07,78,3.0
2014-10-07,79,12.0
2014-10-07,83,4.0
2014-10-08,2,11.0
2014-10-08,3,43.0
2014-10-08,4,2.0
2014-10-08,5,10.0
2014-10-08,6,15.0
2014-10-08,8,9.0
2014-10-08,11,4.0
2014-10-08,12,22.0
2014-10-08,14,3.0
2014-10-08,15,3.0
2014-10-08,16,4.0
2014-10-08,17,1.0
2014-10-08,19,187.0
2014-10-08,20,144.0
2014-10-08,21,20.0
2014-10-08,22,34.0
2014-10-08,23,122.0
2014-10-08,25,14.0
2014-10-08,28,182.0
2014-10-08,29,10.0
2014-10-08,30,335.0
2014-10-08,31,38.0
2014-10-08,32,18.0
2014-10-08,33,9.0
2014-10-08,35,35.0
2014-10-08,37,208.0
2014-10-08,38,44.0
2014-10-08,39,1.0
2014-10-08,40,584.0
2014-10-08,41,37.0
2014-10-08,43,19.0
2014-10-08,49,4.0
2014-10-08,54,4.0
2014-10-08,55,365.0
2014-10-08,56,2.0
2014-10-08,57,36.0
2014-10-08,58,14.0
2014-10-08,61,8.0
2014-10-08,62,13.0
2014-10-08,63,63.0
2014-10-08,64,43.0
2014-10-08,65,56.0
2014-10-08,67,35.0
2014-10-08,69,15.0
2014-10-08,70,20.0
2014-10-08,71,230.0
2014-10-08,72,80.0
2014-10-08,73,3.0
2014-10-08,75,26.0
2014-10-08,76,3.0
2014-10-08,78,1.0
2014-10-08,79,10.0
2014-10-08,83,9.0
2014-10-09,2,7.0
2014-10-09,3,48.0
2014-10-09,5,4.0
2014-10-09,6,16.0
2014-10-09,8,154.0
2014-10-09,9,14.0
2014-10-09,11,2.0
2014-10-09,12,18.0
2014-10-09,14,1.0
2014-10-09,15,9.0
2014-10-09,16,5.0
2014-10-09,19,148.0
2014-10-09,20,502.0
2014-10-09,21,4.0
2014-10-09,22,21.0
2014-10-09,23,126.0
2014-10-09,25,6.0
2014-10-09,28,216.0
2014-10-09,29,95.0
2014-10-09,30,230.0
2014-10-09,31,33.0
2014-10-09,32,10.0
2014-10-09,33,4.0
2014-10-09,34,10.0
2014-10-09,35,41.0
2014-10-09,37,180.0
2014-10-09,38,25.0
2014-10-09,40,289.0
2014-10-09,41,24.0
2014-10-09,43,20.0
2014-10-09,45,5.0
2014-10-09,49,34.0
2014-10-09,54,12.0
2014-10-09,55,242.0
2014-10-09,56,7.0
2014-10-09,57,23.0
2014-10-09,58,10.0
2014-10-09,60,3.0
2014-10-09,61,9.0
2014-10-09,62,13.0
2014-10-09,63,35.0
2014-10-09,64,26.0
2014-10-09,65,22.0
2014-10-09,67,24.0
2014-10-09,69,22.0
2014-10-09,70,13.0
2014-10-09,71,192.0
2014-10-09,72,44.0
2014-10-09,73,14.0
2014-10-09,75,42.0
2014-10-09,76,5.0
2014-10-09,78,2.0
2014-10-09,79,16.0
2014-10-09,83,1.0
2014-10-10,2,12.0
2014-10-10,3,36.0
2014-10-10,5,1.0
2014-10-10,6,27.0
2014-10-10,7,15.0
2014-10-10,8,-12.0
2014-10-10,9,3.0
2014-10-10,12,26.0
2014-10-10,15,1.0
2014-10-10,16,4.0
2014-10-10,19,179.0
2014-10-10,20,308.0
2014-10-10,21,9.0
2014-10-10,22,11.0
2014-10-10,23,120.0
2014-10-10,24,31.0
2014-10-10,25,10.0
2014-10-10,28,126.0
2014-10-10,29,19.0
2014-10-10,30,374.0
2014-10-10,31,343.0
2014-10-10,32,18.0
2014-10-10,33,1.0
2014-10-10,34,11.0
2014-10-10,35,48.0
2014-10-10,37,202.0
2014-10-10,38,65.0
2014-10-10,40,530.0
2014-10-10,41,41.0
2014-10-10,43,2.0
2014-10-10,45,1.0
2014-10-10,49,33.0
2014-10-10,54,10.0
2014-10-10,55,286.0
2014-10-10,56,6.0
2014-10-10,57,23.0
2014-10-10,58,13.0
2014-10-10,60,4.0
2014-10-10,61,7.0
2014-10-10,62,20.0
2014-10-10,63,59.0
2014-10-10,64,47.0
2014-10-10,65,79.0
2014-10-10,67,46.0
2014-10-10,69,16.0
2014-10-10,70,24.0
2014-10-10,71,218.0
2014-10-10,72,44.0
2014-10-10,73,10.0
2014-10-10,75,28.0
2014-10-10,76,11.0
2014-10-10,78,4.0
2014-10-10,79,29.0
2014-10-10,83,4.0
2014-10-11,2,6.0
2014-10-11,3,28.0
2014-10-11,4,1.0
2014-10-11,5,1.0
2014-10-11,6,12.0
2014-10-11,7,8.0
2014-10-11,9,40.0
2014-10-11,11,4.0
2014-10-11,12,16.0
2014-10-11,15,2.0
2014-10-11,16,3.0
2014-10-11,19,111.0
2014-10-11,20,124.0
2014-10-11,21,5.0
2014-10-11,22,8.0
2014-10-11,23,98.0
2014-10-11,24,13.0
2014-10-11,25,26.0
2014-10-11,28,113.0
2014-10-11,29,3.0
2014-10-11,30,236.0
2014-10-11,31,38.0
2014-10-11,32,14.0
2014-10-11,33,3.0
2014-10-11,34,15.0
2014-10-11,35,31.0
2014-10-11,37,97.0
2014-10-11,38,21.0
2014-10-11,40,183.0
2014-10-11,41,23.0
2014-10-11,43,19.0
2014-10-11,45,5.0
2014-10-11,49,24.0
2014-10-11,54,6.0
2014-10-11,55,212.0
2014-10-11,56,14.0
2014-10-11,57,15.0
2014-10-11,58,18.0
2014-10-11,61,6.0
2014-10-11,62,9.0
2014-10-11,63,42.0
2014-10-11,64,30.0
2014-10-11,65,40.0
2014-10-11,67,20.0
2014-10-11,69,16.0
2014-10-11,70,33.0
2014-10-11,71,122.0
2014-10-11,72,71.0
2014-10-11,73,13.0
2014-10-11,75,38.0
2014-10-11,76,10.0
2014-10-11,78,1.0
2014-10-11,79,19.0
2014-10-11,83,1.0
2014-10-12,2,7.0
2014-10-12,3,25.0
2014-10-12,5,10.0
2014-10-12,6,7.0
2014-10-12,7,18.0
2014-10-12,9,37.0
2014-10-12,11,2.0
2014-10-12,12,31.0
2014-10-12,14,10.0
2014-10-12,15,3.0
2014-10-12,16,9.0
2014-10-12,19,121.0
2014-10-12,20,179.0
2014-10-12,21,9.0
2014-10-12,22,26.0
2014-10-12,23,82.0
2014-10-12,24,23.0
2014-10-12,25,13.0
2014-10-12,28,106.0
2014-10-12,29,15.0
2014-10-12,30,193.0
2014-10-12,31,51.0
2014-10-12,33,2.0
2014-10-12,34,8.0
2014-10-12,35,54.0
2014-10-12,37,185.0
2014-10-12,38,85.0
2014-10-12,40,326.0
2014-10-12,41,18.0
2014-10-12,43,9.0
2014-10-12,49,38.0
2014-10-12,54,12.0
2014-10-12,55,324.0
2014-10-12,56,22.0
2014-10-12,57,17.0
2014-10-12,58,12.0
2014-10-12,60,1.0
2014-10-12,61,41.0
2014-10-12,62,8.0
2014-10-12,63,67.0
2014-10-12,64,33.0
2014-10-12,65,66.0
2014-10-12,67,40.0
2014-10-12,69,62.0
2014-10-12,70,65.0
2014-10-12,71,171.0
2014-10-12,72,49.0
2014-10-12,73,10.0
2014-10-12,74,1.0
2014-10-12,75,46.0
2014-10-12,76,11.0
2014-10-12,78,3.0
2014-10-12,79,44.0
2014-10-12,83,13.0
2014-10-13,2,4.0
2014-10-13,3,29.0
2014-10-13,5,2.0
2014-10-13,6,16.0
2014-10-13,7,11.0
2014-10-13,9,22.0
2014-10-13,12,7.0
2014-10-13,14,2.0
2014-10-13,15,3.0
2014-10-13,16,4.0
2014-10-13,19,124.0
2014-10-13,20,131.0
2014-10-13,21,8.0
2014-10-13,22,7.0
2014-10-13,23,103.0
2014-10-13,24,7.0
2014-10-13,25,1.0
2014-10-13,28,95.0
2014-10-13,29,14.0
2014-10-13,30,290.0
2014-10-13,31,53.0
2014-10-13,32,8.0
2014-10-13,33,3.0
2014-10-13,34,17.0
2014-10-13,35,36.0
2014-10-13,37,129.0
2014-10-13,38,24.0
2014-10-13,39,1.0
2014-10-13,40,286.0
2014-10-13,41,28.0
2014-10-13,43,17.0
2014-10-13,45,7.0
2014-10-13,49,44.0
2014-10-13,54,12.0
2014-10-13,55,221.0
2014-10-13,56,6.0
2014-10-13,57,17.0
2014-10-13,58,14.0
2014-10-13,61,3.0
2014-10-13,62,3.0
2014-10-13,63,30.0
2014-10-13,64,20.0
2014-10-13,65,61.0
2014-10-13,67,30.0
2014-10-13,69,17.0
2014-10-13,70,22.0
2014-10-13,71,158.0
2014-10-13,72,36.0
2014-10-13,73,16.0
2014-10-13,75,36.0
2014-10-13,76,9.0
2014-10-13,78,4.0
2014-10-13,79,38.0
2014-10-13,83,7.0
2014-10-14,2,7.0
2014-10-14,3,37.0
2014-10-14,4,1.0
2014-10-14,5,3.0
2014-10-14,6,14.0
2014-10-14,7,11.0
2014-10-14,9,14.0
2014-10-14,11,4.0
2014-10-14,12,13.0
2014-10-14,14,2.0
2014-10-14,15,5.0
2014-10-14,16,8.0
2014-10-14,17,1.0
2014-10-14,19,128.0
2014-10-14,20,287.0
2014-10-14,21,4.0
2014-10-14,22,9.0
2014-10-14,23,80.0
2014-10-14,24,19.0
2014-10-14,25,5.0
2014-10-14,28,75.0
2014-10-14,29,14.0
2014-10-14,30,337.0
2014-10-14,31,35.0
2014-10-14,32,7.0
2014-10-14,34,8.0
2014-10-14,35,24.0
2014-10-14,37,114.0
2014-10-14,38,26.0
2014-10-14,40,308.0
2014-10-14,41,21.0
2014-10-14,43,16.0
2014-10-14,49,28.0
2014-10-14,54,16.0
2014-10-14,55,217.0
2014-10-14,56,3.0
2014-10-14,57,9.0
2014-10-14,58,10.0
2014-10-14,60,2.0
2014-10-14,61,10.0
2014-10-14,62,2.0
2014-10-14,63,27.0
2014-10-14,64,31.0
2014-10-14,65,60.0
2014-10-14,67,26.0
2014-10-14,69,19.0
2014-10-14,70,14.0
2014-10-14,71,128.0
2014-10-14,72,49.0
2014-10-14,73,25.0
2014-10-14,75,41.0
2014-10-14,76,11.0
2014-10-14,77,2.0
2014-10-14,78,9.0
2014-10-14,79,30.0
2014-10-14,83,11.0
2014-10-15,2,9.0
2014-10-15,3,29.0
2014-10-15,5,4.0
2014-10-15,6,13.0
2014-10-15,7,9.0
2014-10-15,9,22.0
2014-10-15,11,1.0
2014-10-15,12,14.0
2014-10-15,14,1.0
2014-10-15,15,2.0
2014-10-15,16,3.0
2014-10-15,17,1.0
2014-10-15,19,129.0
2014-10-15,20,232.0
2014-10-15,21,7.0
2014-10-15,22,11.0
2014-10-15,23,94.0
2014-10-15,24,17.0
2014-10-15,25,4.0
2014-10-15,28,78.0
2014-10-15,29,10.0
2014-10-15,30,312.0
2014-10-15,31,33.0
2014-10-15,32,11.0
2014-10-15,34,11.0
2014-10-15,35,33.0
2014-10-15,37,130.0
2014-10-15,38,29.0
2014-10-15,39,1.0
2014-10-15,40,314.0
2014-10-15,41,26.0
2014-10-15,43,17.0
2014-10-15,45,3.0
2014-10-15,49,21.0
2014-10-15,54,12.0
2014-10-15,55,254.0
2014-10-15,56,3.0
2014-10-15,57,16.0
2014-10-15,58,7.0
2014-10-15,60,5.0
2014-10-15,61,8.0
2014-10-15,62,7.0
2014-10-15,63,34.0
2014-10-15,64,26.0
2014-10-15,65,48.0
2014-10-15,67,24.0
2014-10-15,69,21.0
2014-10-15,70,22.0
2014-10-15,71,164.0
2014-10-15,72,43.0
2014-10-15,73,13.0
2014-10-15,75,29.0
2014-10-15,76,11.0
2014-10-15,77,1.0
2014-10-15,78,3.0
2014-10-15,79,21.0
2014-10-15,83,4.0
2014-10-16,2,8.0
2014-10-16,3,29.0
2014-10-16,4,2.0
2014-10-16,5,4.0
2014-10-16,6,14.0
2014-10-16,7,16.0
2014-10-16,9,14.0
2014-10-16,11,1.0
2014-10-16,12,14.0
2014-10-16,14,4.0
2014-10-16,15,2.0
2014-10-16,16,7.0
2014-10-16,19,135.0
2014-10-16,20,181.0
2014-10-16,21,9.0
2014-10-16,22,10.0
2014-10-16,23,86.0
2014-10-16,24,21.0
2014-10-16,25,9.0
2014-10-16,28,70.0
2014-10-16,29,0.0
2014-10-16,30,316.0
2014-10-16,31,33.0
2014-10-16,32,7.0
2014-10-16,33,7.0
2014-10-16,34,16.0
2014-10-16,35,39.0
2014-10-16,37,157.0
2014-10-16,38,33.0
2014-10-16,39,1.0
2014-10-16,40,334.0
2014-10-16,41,36.0
2014-10-16,43,11.0
2014-10-16,45,4.0
2014-10-16,49,24.0
2014-10-16,54,12.0
2014-10-16,55,237.0
2014-10-16,56,3.0
2014-10-16,57,19.0
2014-10-16,58,9.0
2014-10-16,60,2.0
2014-10-16,61,12.0
2014-10-16,62,9.0
2014-10-16,63,45.0
2014-10-16,64,23.0
2014-10-16,65,53.0
2014-10-16,67,34.0
2014-10-16,69,24.0
2014-10-16,70,16.0
2014-10-16,71,191.0
2014-10-16,72,47.0
2014-10-16,73,16.0
2014-10-16,75,35.0
2014-10-16,76,9.0
2014-10-16,78,3.0
2014-10-16,79,34.0
2014-10-16,83,14.0
2014-10-17,2,11.0
2014-10-17,3,32.0
2014-10-17,5,6.0
2014-10-17,6,21.0
2014-10-17,7,5.0
2014-10-17,9,27.0
2014-10-17,11,1.0
2014-10-17,12,6.0
2014-10-17,14,2.0
2014-10-17,15,7.0
2014-10-17,16,4.0
2014-10-17,19,154.0
2014-10-17,20,240.0
2014-10-17,21,12.0
2014-10-17,22,14.0
2014-10-17,23,114.0
2014-10-17,24,28.0
2014-10-17,25,12.0
2014-10-17,28,102.0
2014-10-17,29,13.0
2014-10-17,30,497.0
2014-10-17,31,51.0
2014-10-17,32,12.0
2014-10-17,33,4.0
2014-10-17,34,14.0
2014-10-17,35,39.0
2014-10-17,37,178.0
2014-10-17,38,97.0
2014-10-17,39,1.0
2014-10-17,40,492.0
2014-10-17,41,34.0
2014-10-17,43,9.0
2014-10-17,45,3.0
2014-10-17,49,37.0
2014-10-17,54,8.0
2014-10-17,55,334.0
2014-10-17,56,2.0
2014-10-17,57,33.0
2014-10-17,58,16.0
2014-10-17,60,2.0
2014-10-17,61,11.0
2014-10-17,62,10.0
2014-10-17,63,49.0
2014-10-17,64,32.0
2014-10-17,65,72.0
2014-10-17,67,36.0
2014-10-17,69,30.0
2014-10-17,70,29.0
2014-10-17,71,214.0
2014-10-17,72,37.0
2014-10-17,73,17.0
2014-10-17,74,1.0
2014-10-17,75,36.0
2014-10-17,76,1.0
2014-10-17,78,3.0
2014-10-17,79,40.0
2014-10-17,83,10.0
2014-10-18,2,20.0
2014-10-18,3,43.0
2014-10-18,4,3.0
2014-10-18,5,9.0
2014-10-18,6,35.0
2014-10-18,7,10.0
2014-10-18,11,4.0
2014-10-18,12,18.0
2014-10-18,14,4.0
2014-10-18,15,6.0
2014-10-18,16,8.0
2014-10-18,19,288.0
2014-10-18,20,265.0
2014-10-18,21,24.0
2014-10-18,22,26.0
2014-10-18,23,222.0
2014-10-18,24,26.0
2014-10-18,25,19.0
2014-10-18,28,147.0
2014-10-18,29,18.0
2014-10-18,30,678.0
2014-10-18,31,45.0
2014-10-18,32,16.0
2014-10-18,33,2.0
2014-10-18,34,33.0
2014-10-18,35,52.0
2014-10-18,37,269.0
2014-10-18,38,64.0
2014-10-18,40,856.0
2014-10-18,41,54.0
2014-10-18,43,32.0
2014-10-18,45,5.0
2014-10-18,49,22.0
2014-10-18,54,10.0
2014-10-18,55,398.0
2014-10-18,56,8.0
2014-10-18,57,52.0
2014-10-18,58,42.0
2014-10-18,60,2.0
2014-10-18,61,21.0
2014-10-18,62,36.0
2014-10-18,63,113.0
2014-10-18,64,71.0
2014-10-18,65,193.0
2014-10-18,67,69.0
2014-10-18,69,36.0
2014-10-18,70,45.0
2014-10-18,71,340.0
2014-10-18,72,95.0
2014-10-18,73,10.0
2014-10-18,74,1.0
2014-10-18,75,48.0
2014-10-18,76,9.0
2014-10-18,78,1.0
2014-10-18,79,61.0
2014-10-18,83,17.0
2014-10-19,2,18.0
2014-10-19,3,40.0
2014-10-19,4,1.0
2014-10-19,5,6.0
2014-10-19,6,23.0
2014-10-19,7,15.0
2014-10-19,11,2.0
2014-10-19,12,18.0
2014-10-19,14,8.0
2014-10-19,15,6.0
2014-10-19,16,10.0
2014-10-19,17,1.0
2014-10-19,19,244.0
2014-10-19,20,207.0
2014-10-19,21,18.0
2014-10-19,22,24.0
2014-10-19,23,177.0
2014-10-19,24,27.0
2014-10-19,25,8.0
2014-10-19,28,165.0
2014-10-19,29,11.0
2014-10-19,30,612.0
2014-10-19,31,47.0
2014-10-19,32,12.0
2014-10-19,33,1.0
2014-10-19,34,11.0
2014-10-19,35,31.0
2014-10-19,37,207.0
2014-10-19,38,56.0
2014-10-19,39,1.0
2014-10-19,40,573.0
2014-10-19,41,28.0
2014-10-19,43,22.0
2014-10-19,45,3.0
2014-10-19,49,13.0
2014-10-19,54,5.0
2014-10-19,55,408.0
2014-10-19,56,3.0
2014-10-19,57,23.0
2014-10-19,58,16.0
2014-10-19,60,3.0
2014-10-19,61,9.0
2014-10-19,62,11.0
2014-10-19,63,99.0
2014-10-19,64,39.0
2014-10-19,65,108.0
2014-10-19,67,39.0
2014-10-19,69,18.0
2014-10-19,70,38.0
2014-10-19,71,254.0
2014-10-19,72,85.0
2014-10-19,73,9.0
2014-10-19,74,1.0
2014-10-19,75,57.0
2014-10-19,76,17.0
2014-10-19,78,1.0
2014-10-19,79,49.0
2014-10-19,83,24.0
2014-10-20,2,9.0
2014-10-20,3,23.0
2014-10-20,5,1.0
2014-10-20,6,16.0
2014-10-20,7,7.0
2014-10-20,9,18.0
2014-10-20,11,3.0
2014-10-20,12,8.0
2014-10-20,14,1.0
2014-10-20,15,7.0
2014-10-20,16,3.0
2014-10-20,17,1.0
2014-10-20,19,107.0
2014-10-20,20,130.0
2014-10-20,21,5.0
2014-10-20,22,12.0
2014-10-20,23,85.0
2014-10-20,24,16.0
2014-10-20,25,14.0
2014-10-20,28,71.0
2014-10-20,29,11.0
2014-10-20,30,282.0
2014-10-20,31,18.0
2014-10-20,32,9.0
2014-10-20,34,12.0
2014-10-20,35,16.0
2014-10-20,37,125.0
2014-10-20,38,24.0
2014-10-20,39,1.0
2014-10-20,40,270.0
2014-10-20,41,24.0
2014-10-20,43,8.0
2014-10-20,45,1.0
2014-10-20,46,1.0
2014-10-20,49,52.0
2014-10-20,54,10.0
2014-10-20,55,207.0
2014-10-20,56,4.0
2014-10-20,57,19.0
2014-10-20,58,8.0
2014-10-20,61,15.0
2014-10-20,62,8.0
2014-10-20,63,43.0
2014-10-20,64,25.0
2014-10-20,65,66.0
2014-10-20,67,21.0
2014-10-20,69,18.0
2014-10-20,70,13.0
2014-10-20,71,147.0
2014-10-20,72,31.0
2014-10-20,73,10.0
2014-10-20,74,1.0
2014-10-20,75,31.0
2014-10-20,76,7.0
2014-10-20,78,2.0
2014-10-20,79,21.0
2014-10-20,83,5.0
2014-10-21,2,15.0
2014-10-21,3,24.0
2014-10-21,5,1.0
2014-10-21,6,17.0
2014-10-21,7,6.0
2014-10-21,9,7.0
2014-10-21,11,1.0
2014-10-21,12,2.0
2014-10-21,14,2.0
2014-10-21,15,3.0
2014-10-21,16,3.0
2014-10-21,17,1.0
2014-10-21,19,104.0
2014-10-21,20,103.0
2014-10-21,21,9.0
2014-10-21,22,11.0
2014-10-21,23,98.0
2014-10-21,24,13.0
2014-10-21,25,1.0
2014-10-21,28,63.0
2014-10-21,29,11.0
2014-10-21,30,277.0
2014-10-21,31,39.0
2014-10-21,32,13.0
2014-10-21,33,2.0
2014-10-21,34,14.0
2014-10-21,35,24.0
2014-10-21,37,75.0
2014-10-21,38,22.0
2014-10-21,40,272.0
2014-10-21,41,23.0
2014-10-21,43,17.0
2014-10-21,45,3.0
2014-10-21,49,22.0
2014-10-21,54,4.0
2014-10-21,55,227.0
2014-10-21,56,3.0
2014-10-21,57,34.0
2014-10-21,58,4.0
2014-10-21,60,1.0
2014-10-21,61,11.0
2014-10-21,62,7.0
2014-10-21,63,36.0
2014-10-21,64,20.0
2014-10-21,65,52.0
2014-10-21,67,35.0
2014-10-21,69,13.0
2014-10-21,70,15.0
2014-10-21,71,149.0
2014-10-21,72,20.0
2014-10-21,73,16.0
2014-10-21,75,33.0
2014-10-21,76,10.0
2014-10-21,78,4.0
2014-10-21,79,36.0
2014-10-21,83,6.0
2014-10-22,2,9.0
2014-10-22,3,28.0
2014-10-22,5,4.0
2014-10-22,6,13.0
2014-10-22,7,5.0
2014-10-22,9,23.0
2014-10-22,11,3.0
2014-10-22,12,6.0
2014-10-22,14,2.0
2014-10-22,15,3.0
2014-10-22,16,2.0
2014-10-22,17,1.0
2014-10-22,19,121.0
2014-10-22,20,106.0
2014-10-22,21,7.0
2014-10-22,22,12.0
2014-10-22,23,71.0
2014-10-22,24,8.0
2014-10-22,25,7.0
2014-10-22,28,55.0
2014-10-22,29,9.0
2014-10-22,30,313.0
2014-10-22,31,45.0
2014-10-22,32,10.0
2014-10-22,34,7.0
2014-10-22,35,17.0
2014-10-22,37,88.0
2014-10-22,38,34.0
2014-10-22,40,291.0
2014-10-22,41,24.0
2014-10-22,43,10.0
2014-10-22,45,2.0
2014-10-22,49,30.0
2014-10-22,54,9.0
2014-10-22,55,166.0
2014-10-22,56,3.0
2014-10-22,57,20.0
2014-10-22,58,21.0
2014-10-22,60,3.0
2014-10-22,61,7.0
2014-10-22,62,11.0
2014-10-22,63,47.0
2014-10-22,64,22.0
2014-10-22,65,88.0
2014-10-22,67,25.0
2014-10-22,69,21.0
2014-10-22,70,31.0
2014-10-22,71,135.0
2014-10-22,72,29.0
2014-10-22,73,15.0
2014-10-22,74,1.0
2014-10-22,75,36.0
2014-10-22,76,3.0
2014-10-22,77,1.0
2014-10-22,78,1.0
2014-10-22,79,15.0
2014-10-22,83,5.0
2014-10-23,2,2.0
2014-10-23,3,22.0
2014-10-23,5,2.0
2014-10-23,6,11.0
2014-10-23,7,4.0
2014-10-23,8,-1.0
2014-10-23,9,11.0
2014-10-23,11,4.0
2014-10-23,12,6.0
2014-10-23,14,3.0
2014-10-23,15,1.0
2014-10-23,16,4.0
2014-10-23,19,110.0
2014-10-23,20,119.0
2014-10-23,21,8.0
2014-10-23,22,7.0
2014-10-23,23,75.0
2014-10-23,24,24.0
2014-10-23,25,5.0
2014-10-23,28,68.0
2014-10-23,29,10.0
2014-10-23,30,345.0
2014-10-23,31,35.0
2014-10-23,32,9.0
2014-10-23,33,10.0
2014-10-23,34,16.0
2014-10-23,35,31.0
2014-10-23,37,112.0
2014-10-23,38,34.0
2014-10-23,40,293.0
2014-10-23,41,35.0
2014-10-23,43,14.0
2014-10-23,45,2.0
2014-10-23,49,35.0
2014-10-23,54,7.0
2014-10-23,55,203.0
2014-10-23,56,2.0
2014-10-23,57,32.0
2014-10-23,58,5.0
2014-10-23,61,10.0
2014-10-23,62,3.0
2014-10-23,63,41.0
2014-10-23,64,19.0
2014-10-23,65,70.0
2014-10-23,67,18.0
2014-10-23,69,16.0
2014-10-23,70,23.0
2014-10-23,71,133.0
2014-10-23,72,25.0
2014-10-23,73,13.0
2014-10-23,75,18.0
2014-10-23,76,9.0
2014-10-23,78,3.0
2014-10-23,79,37.0
2014-10-23,83,12.0
2014-10-24,2,17.0
2014-10-24,3,36.0
2014-10-24,4,1.0
2014-10-24,5,3.0
2014-10-24,6,30.0
2014-10-24,7,9.0
2014-10-24,9,10.0
2014-10-24,11,5.0
2014-10-24,12,10.0
2014-10-24,14,5.0
2014-10-24,15,5.0
2014-10-24,16,4.0
2014-10-24,17,1.0
2014-10-24,19,162.0
2014-10-24,20,134.0
2014-10-24,21,12.0
2014-10-24,22,23.0
2014-10-24,23,97.0
2014-10-24,24,9.0
2014-10-24,25,2.0
2014-10-24,28,61.0
2014-10-24,29,14.0
2014-10-24,30,491.0
2014-10-24,31,43.0
2014-10-24,32,12.0
2014-10-24,33,2.0
2014-10-24,34,10.0
2014-10-24,35,42.0
2014-10-24,37,121.0
2014-10-24,38,34.0
2014-10-24,40,442.0
2014-10-24,41,37.0
2014-10-24,43,19.0
2014-10-24,45,3.0
2014-10-24,49,32.0
2014-10-24,54,13.0
2014-10-24,55,215.0
2014-10-24,56,3.0
2014-10-24,57,18.0
2014-10-24,58,9.0
2014-10-24,60,2.0
2014-10-24,61,12.0
2014-10-24,62,18.0
2014-10-24,63,53.0
2014-10-24,64,39.0
2014-10-24,65,95.0
2014-10-24,67,42.0
2014-10-24,69,32.0
2014-10-24,70,52.0
2014-10-24,71,218.0
2014-10-24,72,62.0
2014-10-24,73,15.0
2014-10-24,75,43.0
2014-10-24,76,7.0
2014-10-24,77,1.0
2014-10-24,78,3.0
2014-10-24,79,28.0
2014-10-24,83,7.0
2014-10-25,2,13.0
2014-10-25,3,52.0
2014-10-25,5,5.0
2014-10-25,6,18.0
2014-10-25,7,9.0
2014-10-25,11,3.0
2014-10-25,12,17.0
2014-10-25,14,1.0
2014-10-25,15,8.0
2014-10-25,16,4.0
2014-10-25,19,212.0
2014-10-25,20,193.0
2014-10-25,21,23.0
2014-10-25,22,22.0
2014-10-25,23,204.0
2014-10-25,24,30.0
2014-10-25,25,16.0
2014-10-25,28,125.0
2014-10-25,29,20.0
2014-10-25,30,623.0
2014-10-25,31,49.0
2014-10-25,32,17.0
2014-10-25,34,21.0
2014-10-25,35,39.0
2014-10-25,37,260.0
2014-10-25,38,83.0
2014-10-25,39,1.0
2014-10-25,40,770.0
2014-10-25,41,59.0
2014-10-25,43,29.0
2014-10-25,45,1.0
2014-10-25,49,22.0
2014-10-25,54,2.0
2014-10-25,55,412.0
2014-10-25,56,4.0
2014-10-25,57,20.0
2014-10-25,58,10.0
2014-10-25,60,1.0
2014-10-25,61,22.0
2014-10-25,62,28.0
2014-10-25,63,76.0
2014-10-25,64,55.0
2014-10-25,65,117.0
2014-10-25,67,58.0
2014-10-25,69,41.0
2014-10-25,70,68.0
2014-10-25,71,363.0
2014-10-25,72,89.0
2014-10-25,73,15.0
2014-10-25,75,54.0
2014-10-25,76,19.0
2014-10-25,78,8.0
2014-10-25,79,60.0
2014-10-25,83,14.0
2014-10-26,2,11.0
2014-10-26,3,33.0
2014-10-26,4,3.0
2014-10-26,5,5.0
2014-10-26,6,24.0
2014-10-26,7,10.0
2014-10-26,11,2.0
2014-10-26,12,13.0
